F0	F10	F20	F30	F40	F50	F60
2L.4370204449102	0.0884615384615385	0.0757575757575758	0.133333333333333	0.0757575757575758	0.0725806451612903	0.0461538461538462	0.1125
2L.3913698101752	0.0328947368421053	0.00806451612903226	0	0.0294117647058824	0	0.0194174757281553	0.0144927536231884
2L.2772187664813	0.284210526315789	0.412698412698413	0.433333333333333	0.420765027322404	0.39568345323741	0.261904761904762	0.341463414634146
2L.6173676842279	0.193798449612403	0.108910891089109	0.103448275862069	0.131578947368421	0.0823529411764706	0.154929577464789	0.0909090909090909
2L.8197852496754	0	0	0	0	0	0.0181818181818182	0
2L.4679240448927	0.0862068965517241	0.0769230769230769	0.043859649122807	0.0740740740740741	0.0561797752808989	0.0138888888888889	0.0505050505050505
2L.3130761928969	0.444444444444444	0.32258064516129	0.244444444444444	0.231884057971014	0.191919191919192	0.184210526315789	0.232558139534884
2L.2464446627378	0.00775193798449612	0.0158730158730159	0	0	0	0	0
2L.9978843185811	0.0298507462686567	0	0	0	0	0	0
2L.5672297308313	0.00628930817610063	0	0	0.00574712643678161	0	0	0
2L.9628745024274	0.165775401069519	0.219047619047619	0.214285714285714	0.257142857142857	0.36986301369863	0.316455696202532	0.270833333333333
2L.6428742273799	0.129770992366412	0.0641025641025641	0.0806451612903226	0.0506329113924051	0.0581395348837209	0.0555555555555556	0.08
2L.243840005563	0.251533742331288	0.31304347826087	0.466666666666667	0.397727272727273	0.367521367521368	0.527272727272727	0.54954954954955
2L.7214012422032	0.0236486486486486	0	0.0444444444444444	0	0	0	0
2L.7859465141660	0.288888888888889	0.342857142857143	0.448275862068966	0.280701754385965	0.459183673469388	0.392156862745098	0.254237288135593
2L.1927282373250	0.274924471299094	0.212765957446809	0.306818181818182	0.372340425531915	0.55	0.482954545454545	0.52258064516129
2L.8843534666319	0.12	0.125	0.287128712871287	0.213483146067416	0.166666666666667	0.183098591549296	0.128205128205128
2L.3464368520868	0.00606060606060606	0.0105263157894737	0.00862068965517241	0	0.037037037037037	0.0673076923076923	0.0609756097560976
2L.7164667600179	0.241935483870968	0.144144144144144	0.297297297297297	0.310043668122271	0.362745098039216	0.45	0.621359223300971
2L.2004053850703	0.150837988826816	0.170731707317073	0.075	0.172727272727273	0.102040816326531	0.0777777777777778	0.0833333333333333
2L.6012390810441	0.4	0.344	0.371428571428571	0.494252873563218	0.515625	0.529411764705882	0.584745762711864
2L.9098649089821	0.0390625	0.0531914893617021	0.012987012987013	0	0.0153846153846154	0.0188679245283019	0.012987012987013
2L.9092878846916	0.133333333333333	0.100719424460432	0.186046511627907	0.24390243902439	0.192660550458716	0.223404255319149	0.258823529411765
2L.5836546691614	0.0205128205128205	0.0666666666666667	0	0.0104166666666667	0	0	0
2L.9002247102581	0.00282485875706215	0	0.00680272108843537	0	0	0	0
2L.3758737578935	0.0458015267175573	0.00943396226415094	0	0.00613496932515337	0	0	0
2L.6741555999880	0.0706713780918728	0.0327868852459016	0.0303030303030303	0.0245398773006135	0.0869565217391304	0.0223880597014925	0.032520325203252
2L.4128676861696	0.25	0.36697247706422	0.32484076433121	0.385964912280702	0.226666666666667	0.298701298701299	0.253164556962025
2L.6420212837983	0.372262773722628	0.5	0.412280701754386	0.418848167539267	0.376623376623377	0.262626262626263	0.326923076923077
2L.2837066719152	0.0159574468085106	0.00746268656716418	0.0180722891566265	0.0216450216450216	0.0530973451327434	0.0245901639344262	0.0245398773006135
2L.3179872658760	0.0331491712707182	0.0254237288135593	0.0701754385964912	0.0285714285714286	0.0102040816326531	0.0133333333333333	0.05
2L.8998627325913	0.0220994475138122	0.0099009900990099	0	0.03125	0.126436781609195	0.0447761194029851	0.03125
2L.8093439550677	0.0463917525773196	0.0740740740740741	0.0404040404040404	0.0317460317460317	0.032258064516129	0.0240963855421687	0.00657894736842105
2L.4384786584407	0	0.00840336134453781	0	0	0.0116279069767442	0	0
2L.9323220440700	0.563451776649746	0.5	0.34020618556701	0.317460317460317	0.369565217391304	0.297619047619048	0.363636363636364
2L.4694750482693	0.0193548387096774	0.0396039603960396	0	0	0	0	0
2L.1014396855870	0.0798319327731092	0.0625	0.0535714285714286	0.0952380952380952	0.170542635658915	0.0754716981132075	0.142857142857143
2L.6590819750383	0.062992125984252	0	0	0	0	0	0
2L.9704300563129	0.210526315789474	0.157303370786517	0.078125	0.04	0.0515463917525773	0.0246913580246914	0.0341880341880342
2L.9354203293079	0.10958904109589	0.216216216216216	0.147959183673469	0.0526315789473684	0.219512195121951	0.118811881188119	0.0520833333333333
2L.2515218618355	0.100840336134454	0.173913043478261	0.0873015873015873	0.134615384615385	0.173913043478261	0.15	0.0943396226415094
2L.9338900669567	0.104972375690608	0.103896103896104	0.10828025477707	0.118421052631579	0.0948275862068965	0.0588235294117647	0.0521739130434783
2L.424233619529	0.109677419354839	0.0714285714285714	0.191176470588235	0.142857142857143	0.155963302752294	0.175	0.150684931506849
2L.4756677009565	0.0125786163522013	0	0	0	0	0	0
2L.473781519706	0.105263157894737	0.0810810810810811	0.0729166666666667	0.025	0.155555555555556	0.0714285714285714	0
2L.3007303210035	0.0341463414634146	0.0173913043478261	0.00512820512820513	0	0	0	0
2L.1618102449022	0.00934579439252336	0	0	0	0	0	0
2L.1399663638659	0.00609756097560976	0.0126582278481013	0	0	0	0	0
2L.6428612583444	0.0514285714285714	0.0421052631578947	0.0263157894736842	0.0775193798449612	0.0588235294117647	0.0819672131147541	0.0649350649350649
2L.7827324704904	0.0375	0	0	0	0	0	0
2L.5689386973146	0.0412844036697248	0.0427350427350427	0.0393700787401575	0.0823529411764706	0.0166666666666667	0	0.0746268656716418
2L.5192935465322	0.0567164179104478	0.0072463768115942	0	0	0	0	0
2L.9518159805984	0.0970873786407767	0.0961538461538462	0.0425531914893617	0	0.0704225352112676	0.0555555555555556	0.0806451612903226
2L.1006483608854	0.0303030303030303	0.0508474576271186	0.0394088669950739	0.0303030303030303	0.0128205128205128	0	0
2L.3816478835660	0.0348837209302326	0.0404040404040404	0.05625	0.1	0.0810810810810811	0.0843373493975904	0.0246913580246914
2L.4160716823346	0.0857142857142857	0.108108108108108	0.123376623376623	0.0526315789473684	0.0202020202020202	0.0198019801980198	0.0413223140495868
2L.4385928143933	0.0355987055016181	0.0196078431372549	0.0645161290322581	0.0943396226415094	0.0487804878048781	0.0776699029126214	0.0169491525423729
2L.4798098985969	0.00996677740863787	0.0210526315789474	0.00943396226415094	0	0	0	0
2L.1591302971921	0.00980392156862745	0.00952380952380952	0.00970873786407767	0.032258064516129	0	0	0
2L.1329891716838	0.157232704402516	0.0707070707070707	0.025	0.0247524752475248	0.0153846153846154	0.0210526315789474	0
2L.4930760106922	0.102766798418972	0.109375	0.102189781021898	0.152542372881356	0.0880503144654088	0.168831168831169	0.229508196721311
2L.2881818539297	0.107594936708861	0.109489051094891	0.181818181818182	0.0989583333333333	0.0634920634920635	0.0333333333333333	0.00909090909090909
2L.7668650147066	0	0	0.0111111111111111	0	0	0	0
2L.5209650908130	0.409395973154362	0.306818181818182	0.150442477876106	0.316455696202532	0.27027027027027	0.197368421052632	0.275510204081633
2L.6324705219777	0.14218009478673	0.181102362204724	0.13768115942029	0.221052631578947	0.254716981132075	0.262626262626263	0.217948717948718
2L.1537497399531	0	0.0147058823529412	0	0	0	0	0
2L.4202408404279	0.0319148936170213	0.0306122448979592	0.024390243902439	0	0	0	0
2L.4529531356364	0.0173410404624277	0	0	0	0	0	0
2L.3253976010060	0.504	0.245614035087719	0.21505376344086	0.166666666666667	0.0986842105263158	0.192592592592593	0.173913043478261
2L.1903870223506	0.245989304812834	0.245283018867925	0.278688524590164	0.14027149321267	0.105882352941176	0.189189189189189	0.0948905109489051
2L.210562034242	0.310975609756098	0.171171171171171	0.259259259259259	0.228723404255319	0.19	0.248062015503876	0.244897959183673
2L.7088869953633	0.00523560209424084	0.0102040816326531	0	0	0	0	0
2L.3259980600923	0.188679245283019	0.13265306122449	0.0833333333333333	0.0379746835443038	0.00840336134453781	0	0
2L.4579967145133	0.0718232044198895	0.0337078651685393	0.0476190476190476	0.0140845070422535	0.00900900900900901	0	0
2L.5119544533172	0.101351351351351	0.0344827586206897	0.11340206185567	0.112903225806452	0.15625	0.171875	0.0789473684210526
2L.2013625924299	0.00826446280991736	0.0192307692307692	0	0	0	0	0
2L.2194937856726	0.0225988700564972	0	0.0222222222222222	0	0.0373831775700935	0	0.0188679245283019
2L.6147188788578	0.290540540540541	0.44	0.475	0.36231884057971	0.451923076923077	0.569230769230769	0.356164383561644
2L.713583838427	0.0257510729613734	0.0413793103448276	0.0359712230215827	0.0789473684210526	0.0818181818181818	0.0847457627118644	0.0746268656716418
2L.3463478008903	0.234875444839858	0.238095238095238	0.162790697674419	0.102564102564103	0.0658682634730539	0.0625	0.0625
2L.6863828225036	0.00523560209424084	0	0	0	0	0	0
2L.2785544377763	0.0155440414507772	0.00740740740740741	0.0930232558139535	0.0543478260869565	0.025	0.0112359550561798	0
2L.9853385271142	0.0542168674698795	0.0348837209302326	0.046875	0.0677966101694915	0	0	0
2L.9726338530197	0.0464396284829721	0.0340909090909091	0.0150375939849624	0.0930232558139535	0.0124223602484472	0	0.0229885057471264
2L.2650831478913	0.219123505976096	0.290909090909091	0.387254901960784	0.477611940298507	0.526315789473684	0.544444444444444	0.559139784946237
2L.2545639122617	0.215189873417722	0.195876288659794	0.2	0.201086956521739	0.184873949579832	0.127450980392157	0.221153846153846
2L.3028787410506	0.0717948717948718	0.055045871559633	0.058252427184466	0	0.0078740157480315	0.0470588235294118	0.11304347826087
2L.38736440463	0.395480225988701	0.477272727272727	0.402298850574713	0.423076923076923	0.3375	0.430232558139535	0.320754716981132
2L.9240905118726	0.0197628458498024	0	0	0	0	0	0
2L.7999140228119	0.0100334448160535	0	0	0	0	0	0
2L.2996968290553	0.0302013422818792	0.0240963855421687	0	0	0	0	0
2L.310764884939	0.00609756097560976	0	0	0	0	0	0
2L.3725976876114	0.0180722891566265	0	0	0	0.0078740157480315	0	0
2L.6889383443678	0.137142857142857	0.0792079207920792	0.0522388059701493	0.0530973451327434	0.00970873786407767	0.0319148936170213	0.0123456790123457
2L.9761018542927	0.108108108108108	0.117647058823529	0.245614035087719	0.0625	0.105882352941176	0.0638297872340425	0.0441176470588235
2L.5460944145224	0	0	0.010989010989011	0.0163934426229508	0	0	0
2L.9808919618607	0.211267605633803	0.153374233128834	0.234042553191489	0.19047619047619	0.147826086956522	0.123456790123457	0.0743801652892562
2L.5378753185265	0.071969696969697	0.129032258064516	0.053030303030303	0.136363636363636	0.170212765957447	0.0769230769230769	0.0777777777777778
2L.5233445694566	0.0206185567010309	0	0	0	0	0	0.0151515151515152
2L.2637575713954	0	0.00854700854700855	0.00714285714285714	0	0	0	0
2L.7755270658173	0.0648967551622419	0	0	0	0	0	0
2L.478603546272	0.0261194029850746	0.0208333333333333	0.00666666666666667	0	0.00649350649350649	0	0
2L.131703132867	0.0335570469798658	0.0549450549450549	0.0461538461538462	0.0821917808219178	0.0952380952380952	0.12987012987013	0.032258064516129
2L.4423717556632	0.354037267080745	0.360824742268041	0.323232323232323	0.414634146341463	0.6375	0.5	0.725274725274725
2L.8336687400107	0.268211920529801	0.283687943262411	0.223214285714286	0.159090909090909	0.184782608695652	0.0882352941176471	0.259259259259259
2L.6106274774075	0.195804195804196	0.279569892473118	0.13	0.278606965174129	0.5375	0.438202247191011	0.392857142857143
2L.7334147211615	0.0441176470588235	0.055045871559633	0.103825136612022	0.0925925925925926	0.021505376344086	0.0232558139534884	0.0588235294117647
2L.4703217493103	0.0274725274725275	0.0241935483870968	0.048951048951049	0.0558139534883721	0.0111111111111111	0.0280373831775701	0.031496062992126
2L.276119902628	0.591133004926108	0.440944881889764	0.580645161290323	0.424083769633508	0.455445544554455	0.313432835820896	0.472
2L.8986222862426	0.00662251655629139	0.0404040404040404	0	0.00649350649350649	0.0595238095238095	0.0119047619047619	0.0161290322580645
2L.3232197314776	0.0050251256281407	0	0.00840336134453781	0	0	0	0
2L.8208273284572	0.108527131782946	0.072463768115942	0.0491803278688525	0.10958904109589	0.0240963855421687	0.0133333333333333	0
2L.4331071294633	0.0198019801980198	0	0	0	0	0	0
2L.9019903270719	0.0151515151515152	0.00961538461538462	0	0	0	0	0
2L.7016640734112	0.0141843971631206	0	0	0	0	0	0
2L.8920919409261	0.00550964187327824	0.00671140939597315	0	0	0	0	0
2L.7417923164379	0.270408163265306	0.18348623853211	0.23	0.433333333333333	0.258823529411765	0.271929824561404	0.296875
2L.7145511164249	0.0424242424242424	0.0588235294117647	0.0952380952380952	0.0303030303030303	0.0891089108910891	0.0128205128205128	0
2L.9453573029902	0.125714285714286	0.178947368421053	0.141104294478528	0.0925925925925926	0.0895522388059701	0.0769230769230769	0.0897435897435897
2L.4852663482573	0.453571428571429	0.308411214953271	0.409090909090909	0.310975609756098	0.241935483870968	0.356643356643357	0.282051282051282
2L.9322067365584	0	0	0.0078740157480315	0	0	0	0
2L.2860613855105	0.0563380281690141	0.099236641221374	0.123188405797101	0.0752688172043011	0.0416666666666667	0.058252427184466	0.112244897959184
2L.7168876192965	0.0153846153846154	0	0	0	0	0	0
2L.2382129189301	0.0714285714285714	0.0819672131147541	0.0764331210191083	0.125	0.131428571428571	0.118811881188119	0.214285714285714
2L.1356526469825	0.0625	0.0900900900900901	0.0413223140495868	0.0333333333333333	0.0641025641025641	0.0824742268041237	0.175438596491228
2L.975447783785	0.02	0.0196078431372549	0.036231884057971	0.0731707317073171	0.0542635658914729	0.0465116279069767	0.0583333333333333
2L.1959575922742	0.0518867924528302	0.00884955752212389	0.0602409638554217	0.0632911392405063	0.053030303030303	0.00943396226415094	0.0303030303030303
2L.6864591372836	0.173913043478261	0.108527131782946	0.0962962962962963	0.0569105691056911	0.036036036036036	0.0204081632653061	0.0247933884297521
2L.2963753546314	0.0495049504950495	0.013986013986014	0.025	0.0195121951219512	0	0	0
2L.1186659010368	0.0272727272727273	0.0285714285714286	0.0375	0.0288461538461538	0.0458715596330275	0.010989010989011	0.0555555555555556
2L.2882179607372	0.00363636363636364	0	0.0260869565217391	0.0158730158730159	0.00735294117647059	0.0119047619047619	0.0138888888888889
2L.3244571798294	0.0154639175257732	0.0147058823529412	0.00793650793650794	0.0350877192982456	0.0172413793103448	0.0416666666666667	0.0821917808219178
2L.3225031647008	0.021505376344086	0	0	0	0	0	0
2L.9343469744240	0.273469387755102	0.171428571428571	0.227272727272727	0.0416666666666667	0.0625	0.0340909090909091	0.0350877192982456
2L.2516040441391	0	0	0	0.0125	0	0	0
2L.4759523896842	0.0102389078498294	0	0	0	0	0	0.00546448087431694
2L.8945246424562	0.0833333333333333	0.028169014084507	0.0625	0.130681818181818	0.253521126760563	0.134228187919463	0.115702479338843
2L.6237428264682	0.00471698113207547	0	0	0	0	0	0
2L.5043265973810	0.0545454545454545	0.00657894736842105	0	0	0	0	0
2L.3673971690253	0.0697674418604651	0.0714285714285714	0.05	0.0923076923076923	0.0833333333333333	0.0163934426229508	0
2L.3997347493460	0.00574712643678161	0.0410958904109589	0	0.00947867298578199	0.0242424242424242	0	0.0512820512820513
2L.799539608653	0.037914691943128	0.0625	0.0379746835443038	0.0465116279069767	0.0650406504065041	0.05	0.0631578947368421
2L.7821332857762	0.00775193798449612	0	0	0	0	0	0
2L.1184807665234	0.0151515151515152	0.0136986301369863	0.0153846153846154	0	0	0	0
2L.2192539061245	0.0376344086021505	0.0625	0	0	0	0	0
2L.423351290451	0.0837988826815642	0.10377358490566	0.150943396226415	0.06	0.205128205128205	0.164556962025316	0.270588235294118
2L.9013202057595	0.0481927710843374	0.0645161290322581	0.142857142857143	0.0748663101604278	0.05	0.109375	0.0238095238095238
2L.3979000301782	0.147208121827411	0.0487804878048781	0.0967741935483871	0.0764331210191083	0.0336134453781513	0.053030303030303	0.032520325203252
2L.1652368011233	0.0357142857142857	0.0147058823529412	0.0232558139534884	0.0416666666666667	0.0344827586206897	0.02	0.0192307692307692
2L.9396031424554	0.00581395348837209	0	0	0.0166666666666667	0	0	0
2L.1071873606003	0.0344827586206897	0.0280373831775701	0	0.0657894736842105	0.0714285714285714	0.043859649122807	0
2L.128992117944	0.0387596899224806	0.0338983050847458	0.0375	0.06	0.0410958904109589	0	0.024390243902439
2L.9558840415512	0.0104529616724739	0	0	0	0.00689655172413793	0	0
2L.2302704520811	0.0872093023255814	0.166666666666667	0.0526315789473684	0.112994350282486	0.0986842105263158	0.0915492957746479	0.103703703703704
2L.4761067772557	0.3515625	0.373626373626374	0.423076923076923	0.465909090909091	0.641025641025641	0.558823529411765	0.626168224299065
2L.8215314829876	0.0609756097560976	0.0352941176470588	0.0283018867924528	0.0217391304347826	0.0606060606060606	0.0470588235294118	0.0461538461538462
2L.6476898514351	0.206730769230769	0.301282051282051	0.293023255813953	0.271186440677966	0.356435643564356	0.303030303030303	0.280487804878049
2L.7496113505450	0.0406091370558376	0.0625	0.0564971751412429	0.0727272727272727	0.179775280898876	0.177215189873418	0.191780821917808
2L.7195139030610	0	0	0.0101010101010101	0	0	0	0
2L.1190035776363	0.0373831775700935	0.0260869565217391	0.00793650793650794	0.0588235294117647	0.0267857142857143	0.0490196078431373	0.0427350427350427
2L.5372529502490	0.178571428571429	0.182795698924731	0.128378378378378	0.102040816326531	0.0892857142857143	0.112676056338028	0.160714285714286
2L.1981403371813	0.546153846153846	0.52212389380531	0.581081081081081	0.41025641025641	0.34375	0.264516129032258	0.283464566929134
2L.4846632163102	0.453038674033149	0.456310679611651	0.333333333333333	0.397058823529412	0.275862068965517	0.325581395348837	0.247191011235955
2L.5063345747731	0.0324324324324324	0	0.0147058823529412	0	0	0	0
2L.2681879152080	0.0137931034482759	0.0285714285714286	0	0	0	0	0
2L.1705860895242	0.1	0.132352941176471	0.144444444444444	0.173913043478261	0.0684931506849315	0.075	0.0882352941176471
2L.9496516585523	0.0824175824175824	0.0459770114942529	0.036697247706422	0.0277777777777778	0.00943396226415094	0	0
2L.2553201582789	0.0114942528735632	0	0.0116279069767442	0	0.0125	0.0659340659340659	0
2L.394116031078	0.0552763819095477	0.0725806451612903	0.117647058823529	0.0408163265306122	0.03125	0.0714285714285714	0.123595505617978
2L.4379108229842	0.401015228426396	0.461538461538462	0.430769230769231	0.545454545454545	0.479166666666667	0.457446808510638	0.511278195488722
2L.9544414661866	0.0181818181818182	0.0340909090909091	0.0506329113924051	0.037037037037037	0	0	0
2L.7541970724240	0.0995260663507109	0.12037037037037	0.0431034482758621	0.0555555555555556	0.0102040816326531	0	0
2L.3197438426037	0.420382165605096	0.414634146341463	0.420689655172414	0.413145539906103	0.333333333333333	0.392523364485981	0.335443037974684
2L.7363964200926	0.0806451612903226	0.10655737704918	0.0412371134020619	0.0454545454545455	0.101010101010101	0.0169491525423729	0
2L.3288888955295	0.0269360269360269	0.0763888888888889	0.0454545454545455	0.210526315789474	0.0625	0.0476190476190476	0.108108108108108
2L.3324684126579	0.00909090909090909	0	0.054421768707483	0	0	0	0
2L.1027239479377	0.00552486187845304	0	0	0	0	0	0
2L.7815219249103	0.431818181818182	0.296296296296296	0.22093023255814	0.0677966101694915	0.0120481927710843	0.119047619047619	0.120689655172414
2L.6324705712782	0.111111111111111	0.0447761194029851	0.0510948905109489	0.0267857142857143	0.0163934426229508	0	0
2L.9237009412042	0.358974358974359	0.330188679245283	0.262135922330097	0.317919075144509	0.402985074626866	0.272727272727273	0.208791208791209
2L.8278095980516	0.637362637362637	0.646017699115044	0.449101796407186	0.505376344086022	0.379310344827586	0.454545454545455	0.313609467455621
2L.2481679987578	0.495	0.415094339622642	0.326530612244898	0.418604651162791	0.382352941176471	0.26865671641791	0.236842105263158
2L.4177692327856	0.211469534050179	0.214876033057851	0.112903225806452	0.0575916230366492	0.103448275862069	0.04	0.0403225806451613
2L.1923924887237	0	0.00833333333333333	0	0	0	0	0
2L.727988306938	0.0451127819548872	0.0166666666666667	0.0263157894736842	0.0298507462686567	0	0	0
2L.2972045592745	0.0102040816326531	0	0	0	0	0	0
2L.589287623979	0.014218009478673	0	0	0	0	0	0
2L.3787980976170	0.0338983050847458	0	0.00952380952380952	0	0	0	0
2L.5358121007322	0.25	0.285714285714286	0.210084033613445	0.283582089552239	0.283950617283951	0.307692307692308	0.21875
2L.7369678256547	0.104972375690608	0.0538461538461538	0.0818181818181818	0.0229885057471264	0.0266666666666667	0.0434782608695652	0.0555555555555556
2L.5165924025717	0.121621621621622	0.16304347826087	0.288461538461538	0.12280701754386	0.183673469387755	0.145454545454545	0.148648648648649
2L.7015082287898	0.00552486187845304	0	0	0.0178571428571429	0	0	0
2L.985274511907	0.211640211640212	0.229357798165138	0.28169014084507	0.254716981132075	0.328	0.333333333333333	0.276190476190476
2L.8573696012334	0.00518134715025907	0.031496062992126	0	0	0	0	0
2L.2310130940342	0.371134020618557	0.393617021276596	0.407407407407407	0.298850574712644	0.272	0.304347826086957	0.341772151898734
2L.4520695619771	0.0391061452513966	0.0135135135135135	0	0	0	0	0
2L.3293113788861	0.105882352941176	0.0102040816326531	0.136986301369863	0.0981308411214953	0.0547945205479452	0	0.0894308943089431
2L.8509403559314	0.428571428571429	0.295774647887324	0.322033898305085	0.232323232323232	0.392523364485981	0.176470588235294	0.196078431372549
2L.4692107229557	0.209302325581395	0.16030534351145	0.0114942528735632	0.118811881188119	0.135135135135135	0.10752688172043	0.161016949152542
2L.2585409176765	0.0449438202247191	0.0487804878048781	0	0	0	0	0
2L.2617677369514	0.086734693877551	0.0982142857142857	0.0476190476190476	0.0182648401826484	0.0258620689655172	0.0144927536231884	0
2L.2095411223825	0.231132075471698	0.306451612903226	0.288888888888889	0.369565217391304	0.364485981308411	0.513157894736842	0.366666666666667
2L.4775649301674	0.00483091787439614	0	0	0	0	0	0
2L.2043247828129	0.0816326530612245	0.0547945205479452	0.112	0.0491803278688525	0.0463576158940397	0.0113636363636364	0.0925925925925926
2L.7874155002805	0.0101010101010101	0	0	0	0	0	0
2L.2207445795119	0.0208333333333333	0	0	0	0	0	0
2L.5978159560763	0.0484848484848485	0.0303030303030303	0	0.0303030303030303	0.0515463917525773	0.0263157894736842	0.0365853658536585
2L.1270253780189	0.349090909090909	0.525	0.32258064516129	0.458333333333333	0.447761194029851	0.482558139534884	0.333333333333333
2L.711025568141	0.383720930232558	0.314814814814815	0.336842105263158	0.151515151515152	0.207207207207207	0.273684210526316	0.17741935483871
2L.235453104036	0.41747572815534	0.265060240963855	0.265957446808511	0.0580645161290323	0.027027027027027	0.0617283950617284	0.0119047619047619
2L.2962028005658	0.018348623853211	0.0108695652173913	0	0	0	0	0
2L.417969927838	0.0518134715025907	0.0857142857142857	0.189189189189189	0.0748898678414097	0.0448717948717949	0.0217391304347826	0.0821917808219178
2L.9738965191927	0.535135135135135	0.429752066115702	0.388888888888889	0.410628019323671	0.363013698630137	0.265822784810127	0.208333333333333
2L.8652744812479	0.050314465408805	0.0247933884297521	0	0	0	0	0
2L.5483772472627	0.0141843971631206	0.036144578313253	0	0.0192307692307692	0.0526315789473684	0	0
2L.102023158131	0.00975609756097561	0	0	0.00961538461538462	0.0202020202020202	0.0222222222222222	0.027027027027027
2L.1458154186544	0.0106007067137809	0	0.00735294117647059	0	0	0	0
2L.1776035855584	0.0532544378698225	0.043010752688172	0.0104166666666667	0.0595238095238095	0	0.0684931506849315	0.0754716981132075
2L.9372963630047	0.0508474576271186	0.0227272727272727	0.0344827586206897	0.075	0	0	0
2L.1405805618256	0.131221719457014	0.076271186440678	0.097165991902834	0.0116279069767442	0.147368421052632	0.147826086956522	0.21505376344086
2L.4686253107094	0.00775193798449612	0	0	0	0	0	0
2L.421384521140	0.01	0.00757575757575758	0.00757575757575758	0	0	0	0
2L.1393043948859	0.0294117647058824	0	0	0	0	0.0166666666666667	0
2L.3709042910489	0.100961538461538	0.101449275362319	0.0277777777777778	0.0535714285714286	0.0277777777777778	0	0.0128205128205128
2L.5842080210648	0.116071428571429	0.186440677966102	0.109375	0.0975609756097561	0.0833333333333333	0.0487804878048781	0.2
2L.1824993979136	0.00523560209424084	0	0	0	0	0	0
2L.2165753733287	0.0545454545454545	0.0365853658536585	0.0769230769230769	0.0285714285714286	0.02	0.0163934426229508	0.024
2L.7259243066640	0.3125	0.182692307692308	0.098159509202454	0.0731707317073171	0.203947368421053	0.142857142857143	0.2
2L.9023954719486	0.256880733944954	0.19047619047619	0.203703703703704	0.274074074074074	0.385964912280702	0.260504201680672	0.333333333333333
2L.762761186446	0.0538922155688623	0.0405405405405405	0.0503597122302158	0.02	0.0277777777777778	0.0404040404040404	0.00943396226415094
2L.434659103217	0.296969696969697	0.166666666666667	0.281553398058252	0.152941176470588	0.105263157894737	0.252747252747253	0.275
2L.6187897956352	0.0127388535031847	0.0204081632653061	0	0	0	0	0
2L.1040370396794	0.23546511627907	0.125984251968504	0.126984126984127	0.16	0.15	0.184782608695652	0.291139240506329
2L.2411170015479	0.0225563909774436	0.0125	0.0598290598290598	0.037037037037037	0	0.0125	0
2L.4787262001486	0.189873417721519	0.133802816901408	0.106060606060606	0	0.0495049504950495	0.0659340659340659	0.0645161290322581
2L.9664549645599	0.0759493670886076	0.0196078431372549	0.0294117647058824	0.0212765957446809	0.0404040404040404	0.0352941176470588	0.0630630630630631
2L.1160845063599	0.270718232044199	0.161904761904762	0.121621621621622	0.051948051948052	0.032520325203252	0	0.0423728813559322
2L.2942911677885	0.00735294117647059	0.0131578947368421	0	0	0	0	0
2L.3383991522409	0.0304878048780488	0	0	0	0	0	0
2L.1992762137942	0.307228915662651	0.236842105263158	0.590909090909091	0.612903225806452	0.575757575757576	0.484848484848485	0.464285714285714
2L.4253157877492	0.0579710144927536	0.0364963503649635	0.04	0.0375	0.037037037037037	0.021978021978022	0.0333333333333333
2L.2793307165964	0.142857142857143	0.191011235955056	0.18348623853211	0.288461538461538	0.4	0.297619047619048	0.288659793814433
2L.9909249378968	0	0.0194174757281553	0.0660377358490566	0.105882352941176	0.0526315789473684	0.0465116279069767	0.0597014925373134
2L.656946554138	0.15819209039548	0.0752688172043011	0.209302325581395	0.145161290322581	0.129032258064516	0.0222222222222222	0.0135135135135135
2L.4734640026923	0.00476190476190476	0.0194174757281553	0.0170940170940171	0	0.0283018867924528	0.025	0
2L.7558474495462	0.0740740740740741	0	0	0	0	0	0
2L.4411643199425	0.100323624595469	0.192857142857143	0.0916030534351145	0.0487804878048781	0.0288461538461538	0.0380952380952381	0.0153846153846154
2L.7325452461652	0.420118343195266	0.402298850574713	0.339622641509434	0.377049180327869	0.347368421052632	0.445945945945946	0.402439024390244
2L.4287734173124	0.062015503875969	0.134328358208955	0.108527131782946	0.0612244897959184	0.130434782608696	0.074468085106383	0.0645161290322581
2L.1567858092358	0.0532544378698225	0.0285714285714286	0	0	0	0	0
2L.11751268904	0.0284090909090909	0	0	0	0	0	0
2L.6410760728698	0.207317073170732	0.27710843373494	0.2	0	0.0666666666666667	0.0649350649350649	0.0666666666666667
2L.2467923432688	0.113861386138614	0.206106870229008	0.112781954887218	0.107142857142857	0.0775862068965517	0.130434782608696	0.230769230769231
2L.6051308239811	0.0927152317880795	0.0412371134020619	0.11304347826087	0.0408163265306122	0.0135135135135135	0.0375	0.0454545454545455
2L.6201109625608	0.0702702702702703	0.0198019801980198	0	0	0	0	0
2L.3801609129877	0.365168539325843	0.406666666666667	0.434782608695652	0.369230769230769	0.289473684210526	0.408602150537634	0.318181818181818
2L.1438230178199	0.0333333333333333	0.0222222222222222	0.0144927536231884	0	0	0	0
2L.287936551728	0.26890756302521	0.283018867924528	0.278688524590164	0.25	0.0769230769230769	0.0967741935483871	0.0222222222222222
2L.9473310270989	0.158301158301158	0.123456790123457	0.0839160839160839	0.111111111111111	0.160583941605839	0.122448979591837	0.037037037037037
